geo,Municipio,Desagregación cultivo,Año,Área cosechada(ha)
15162,Cerinza,Durazno o Albaricoque,2020,1
15162,Cerinza,Manzana,2020,1
15162,Cerinza,Uchuva,2020,3
15172,Chinavita,Aguacate demás variedades,2020,28
15172,Chinavita,Mora,2020,1
15172,Chinavita,Plátano consumo interno,2020,20
15172,Chinavita,Granadilla,2020,4
15172,Chinavita,Tomate de árbol,2020,2
15176,Chiquinquirá,Fresa,2020,8
15176,Chiquinquirá,Mora,2020,30
15176,Chiquinquirá,Feijoa,2020,7
15176,Chiquinquirá,Curuba,2020,16
15176,Chiquinquirá,Lulo,2020,22
15176,Chiquinquirá,Tomate de árbol,2020,48
15180,Chiscas,Chirimoya,2020,64
15180,Chiscas,Durazno o Albaricoque,2020,6
15180,Chiscas,Naranja demás variedades,2020,9
15180,Chiscas,Mora,2020,6
15180,Chiscas,Tomate de árbol,2020,6
15183,Chita,Durazno o Albaricoque,2020,15
15183,Chita,Brevo,2020,70
15183,Chita,Mora,2020,4
15183,Chita,Tomate de árbol,2020,5
15185,Chitaraque,Limón Mandarino,2020,8
15185,Chitaraque,Limón Tahiti,2020,5
15185,Chitaraque,Naranja demás variedades,2020,11
15185,Chitaraque,Naranja Valencia,2020,0
15185,Chitaraque,Plátano consumo interno,2020,205
15185,Chitaraque,Lulo,2020,6
15187,Chivatá,Fresa,2020,1
15189,Ciénega,Mora,2020,45
15189,Ciénega,Feijoa,2020,35
15189,Ciénega,Lulo,2020,55
15189,Ciénega,Tomate de árbol,2020,122
15189,Ciénega,Uchuva,2020,113
15204,Cómbita,Ciruela,2020,32
15204,Cómbita,Durazno o Albaricoque,2020,63
15204,Cómbita,Fresa,2020,5
15204,Cómbita,Mora,2020,67
15204,Cómbita,Feijoa,2020,6
15204,Cómbita,Curuba,2020,20
15212,Coper,Guanábana,2020,17
15212,Coper,Naranja demás variedades,2020,205
15212,Coper,Aguacate demás variedades,2020,110
15212,Coper,Mangostino,2020,10
15212,Coper,Pitahaya,2020,8
15212,Coper,Plátano consumo interno,2020,150
15215,Corrales,Durazno o Albaricoque,2020,8
15215,Corrales,Arándano,2020,2
15215,Corrales,Brevo,2020,3
15215,Corrales,Uva,2020,9
15218,Covarachía,Durazno o Albaricoque,2020,8
15218,Covarachía,Otros cítricos,2020,6
15218,Covarachía,Limón Tahiti,2020,0
15218,Covarachía,Aguacate demás variedades,2020,5
15218,Covarachía,Mango demás variedades,2020,0
15218,Covarachía,Piña demás variedades,2020,48
15218,Covarachía,Uva,2020,7
15218,Covarachía,Guayaba,2020,0
15218,Covarachía,Maracuyá,2020,6
15223,Cubará,Otros cítricos,2020,0
15223,Cubará,Plátano consumo interno,2020,39
15224,Cucaita,Durazno o Albaricoque,2020,3
15224,Cucaita,Fresa,2020,1
15226,Cuítiva,Fresa,2020,8
15226,Cuítiva,Gulupa o cholupa,2020,2
15226,Cuítiva,Tomate de árbol,2020,0
15226,Cuítiva,Uchuva,2020,24
15236,Chivor,Aguacate demás variedades,2020,2
15236,Chivor,Plátano consumo interno,2020,10
15236,Chivor,Granadilla,2020,3
15238,Duitama,Ciruela,2020,24
15238,Duitama,Durazno o Albaricoque,2020,17
15238,Duitama,Manzana,2020,5
15238,Duitama,Arándano,2020,1
15238,Duitama,Brevo,2020,1
15238,Duitama,Fresa,2020,0
15238,Duitama,Mora,2020,12
15238,Duitama,Feijoa,2020,8
15238,Duitama,Gulupa o cholupa,2020,7
15238,Duitama,Tomate de árbol,2020,5
15248,El Espino,Chirimoya,2020,2
15248,El Espino,Durazno o Albaricoque,2020,7
15248,El Espino,Naranja demás variedades,2020,3
15248,El Espino,Aguacate demás variedades,2020,5
15272,Firavitoba,Higo,2020,0
15272,Firavitoba,Feijoa,2020,0
15272,Firavitoba,Gulupa o cholupa,2020,0
15272,Firavitoba,Tomate de árbol,2020,2
15276,Floresta,Arándano,2020,0
15276,Floresta,Uva,2020,2
15276,Floresta,Uchuva,2020,2
15293,Gachantivá,Mora,2020,134
15293,Gachantivá,Tomate de árbol,2020,17
15296,Gámeza,Uchuva,2020,8
15299,Garagoa,Aguacate demás variedades,2020,6
15299,Garagoa,Arándano,2020,0
15299,Garagoa,Mora,2020,4
15299,Garagoa,Plátano consumo interno,2020,16
15299,Garagoa,Maracuyá,2020,3
15299,Garagoa,Lulo,2020,17
15299,Garagoa,Tomate de árbol,2020,4
15317,Guacamayas,Naranja demás variedades,2020,8
15322,Guateque,Limón Tahiti,2020,0
15322,Guateque,Aguacate Hass,2020,0
15322,Guateque,Frambuesa,2020,2
15322,Guateque,Papaya demás variedades,2020,0
15322,Guateque,Gulupa o cholupa,2020,1
15322,Guateque,Maracuyá,2020,2
15325,Guayatá,Aguacate Hass,2020,0
15325,Guayatá,Mora,2020,3
15325,Guayatá,Pitahaya,2020,3
15325,Guayatá,Plátano consumo interno,2020,116
15325,Guayatá,Granadilla,2020,0
15325,Guayatá,Gulupa o cholupa,2020,1
15325,Guayatá,Lulo,2020,3
15325,Guayatá,Tomate de árbol,2020,5
15325,Guayatá,Uchuva,2020,2
15362,Iza,Higo,2020,10
15362,Iza,Uchuva,2020,6
15367,Jenesano,Ciruela,2020,45
15367,Jenesano,Durazno o Albaricoque,2020,35
15367,Jenesano,Manzana,2020,30
15367,Jenesano,Pera,2020,298
15367,Jenesano,Aguacate Hass,2020,3
15367,Jenesano,Mora,2020,18
15367,Jenesano,Feijoa,2020,54
15367,Jenesano,Curuba,2020,47
15367,Jenesano,Granadilla,2020,2
15367,Jenesano,Gulupa o cholupa,2020,2
15367,Jenesano,Lulo,2020,4
15367,Jenesano,Tomate de árbol,2020,41
15367,Jenesano,Uchuva,2020,10
15368,Jericó,Brevo,2020,48
15377,Labranzagrande,Guanábana,2020,4
15377,Labranzagrande,Naranja demás variedades,2020,21
15377,Labranzagrande,Aguacate demás variedades,2020,9
15377,Labranzagrande,Banano consumo interno,2020,39
15377,Labranzagrande,Plátano consumo interno,2020,30
15377,Labranzagrande,Lulo,2020,20
15380,La Capilla,Aguacate Hass,2020,0
15380,La Capilla,Mora,2020,7
15380,La Capilla,Granadilla,2020,0
15380,La Capilla,Gulupa o cholupa,2020,0
15380,La Capilla,Tomate de árbol,2020,78
15401,La Victoria,Guanábana,2020,4
15401,La Victoria,Otros cítricos,2020,9
15401,La Victoria,Aguacate demás variedades,2020,4
15401,La Victoria,Plátano consumo interno,2020,8
15403,La Uvita,Ciruela,2020,1
15403,La Uvita,Durazno o Albaricoque,2020,25
15403,La Uvita,Otros cítricos,2020,2
15403,La Uvita,Brevo,2020,0
15403,La Uvita,Mora,2020,2
15403,La Uvita,Tomate de árbol,2020,4
15407,Villa de Leyva,Otros caducifoleos,2020,16
15407,Villa de Leyva,Mora,2020,14
15425,Macanal,Aguacate Hass,2020,0
15425,Macanal,Mora,2020,2
15425,Macanal,Granadilla,2020,2
15425,Macanal,Gulupa o cholupa,2020,0
15425,Macanal,Lulo,2020,58
15442,Maripí,Guanábana,2020,4
15442,Maripí,Chontaduro,2020,0
15442,Maripí,Otros cítricos,2020,229
15442,Maripí,Aguacate demás variedades,2020,5
15442,Maripí,Aguacate Hass,2020,15
15442,Maripí,Aguacate Papelillo,2020,13
15442,Maripí,Arándano,2020,1
15442,Maripí,Papayuela -Babaco,2020,9
15442,Maripí,Plátano consumo interno,2020,110
15442,Maripí,Guayaba,2020,10
15442,Maripí,Gulupa o cholupa,2020,5
15442,Maripí,Maracuyá,2020,6
15455,Miraflores,Guanábana,2020,3
15455,Miraflores,Durazno o Albaricoque,2020,1
15455,Miraflores,Aguacate Hass,2020,1
15455,Miraflores,Mora,2020,3
15455,Miraflores,Pitahaya,2020,196
15455,Miraflores,Plátano consumo interno,2020,60
15455,Miraflores,Chamba,2020,3
15455,Miraflores,Granadilla,2020,10
15455,Miraflores,Gulupa o cholupa,2020,9
15455,Miraflores,Maracuyá,2020,8
15455,Miraflores,Lulo,2020,17
15455,Miraflores,Tomate de árbol,2020,0
15464,Mongua,Uchuva,2020,0
15466,Monguí,Otros caducifoleos,2020,2
15466,Monguí,Fresa,2020,1
15466,Monguí,Mora,2020,2
15466,Monguí,Tomate de árbol,2020,0
15466,Monguí,Uchuva,2020,0
15469,Moniquirá,Mandarina demás variedades,2020,27
15469,Moniquirá,Naranja demás variedades,2020,100
15469,Moniquirá,Banano consumo interno,2020,162
15469,Moniquirá,Mora,2020,41
15469,Moniquirá,Plátano consumo interno,2020,655
15469,Moniquirá,Guayaba,2020,93
15469,Moniquirá,Lulo,2020,18
15476,Motavita,Fresa,2020,4
15480,Muzo,Guanábana,2020,6
15480,Muzo,Mandarina demás variedades,2020,8
15480,Muzo,Naranja demás variedades,2020,41
15480,Muzo,Aguacate demás variedades,2020,32
15480,Muzo,Plátano consumo interno,2020,70
15491,Nobsa,Brevo,2020,18
15491,Nobsa,Uva,2020,5
15491,Nobsa,Feijoa,2020,7
15491,Nobsa,Tomate de árbol,2020,10
15494,Nuevo Colón,Ciruela,2020,450
15494,Nuevo Colón,Durazno o Albaricoque,2020,35
15494,Nuevo Colón,Manzana,2020,38
15494,Nuevo Colón,Pera,2020,691
15494,Nuevo Colón,Feijoa,2020,13
15494,Nuevo Colón,Curuba,2020,150
15494,Nuevo Colón,Tomate de árbol,2020,12
15494,Nuevo Colón,Uchuva,2020,13
15500,Oicatá,Durazno o Albaricoque,2020,5
15500,Oicatá,Manzana,2020,31
15500,Oicatá,Arándano,2020,0
15500,Oicatá,Fresa,2020,32
15500,Oicatá,Higo,2020,2
15500,Oicatá,Feijoa,2020,1
15507,Otanche,Limón Tahiti,2020,4
15507,Otanche,Mandarina demás variedades,2020,10
15507,Otanche,Naranja demás variedades,2020,23
15507,Otanche,Aguacate demás variedades,2020,213
15507,Otanche,Plátano consumo interno,2020,170
15511,Pachavita,Aguacate demás variedades,2020,2
15511,Pachavita,Aguacate Hass,2020,0
15511,Pachavita,Banano consumo interno,2020,23
15511,Pachavita,Mora,2020,6
15511,Pachavita,Lulo,2020,3
15511,Pachavita,Tomate de árbol,2020,10
15514,Páez,Limón Mandarino,2020,4
15514,Páez,Limón Tahiti,2020,0
15514,Páez,Naranja demás variedades,2020,3
15514,Páez,Aguacate demás variedades,2020,6
15514,Páez,Borojó,2020,4
15514,Páez,Pitahaya,2020,19
15514,Páez,Plátano consumo interno,2020,46
15514,Páez,Zapote,2020,6
15514,Páez,Lulo,2020,5
15516,Paipa,Ciruela,2020,10
15516,Paipa,Durazno o Albaricoque,2020,41
15516,Paipa,Mora,2020,92
15516,Paipa,Tomate de árbol,2020,2
15518,Pajarito,Naranja demás variedades,2020,49
15518,Pajarito,Aguacate demás variedades,2020,15
15518,Pajarito,Plátano consumo interno,2020,26
15518,Pajarito,Zapote,2020,10
15518,Pajarito,Lulo,2020,63
15522,Panqueba,Aguacate demás variedades,2020,2
15522,Panqueba,Mora,2020,0
15522,Panqueba,Granadilla,2020,0
15522,Panqueba,Lulo,2020,1
15522,Panqueba,Tomate de árbol,2020,0
15531,Pauna,Guanábana,2020,412
15531,Pauna,Limón demás variedades,2020,50
15531,Pauna,Mandarina demás variedades,2020,218
15531,Pauna,Naranja demás variedades,2020,357
15531,Pauna,Aguacate demás variedades,2020,289
15531,Pauna,Mora,2020,10
15531,Pauna,Papaya demás variedades,2020,3
15531,Pauna,Piña demás variedades,2020,2
15531,Pauna,Pitahaya,2020,1
15531,Pauna,Plátano consumo interno,2020,106
15531,Pauna,Guayaba,2020,300
15531,Pauna,Gulupa o cholupa,2020,9
15531,Pauna,Lulo,2020,63
15531,Pauna,Tomate de árbol,2020,5
15533,Paya,Guanábana,2020,0
15533,Paya,Mandarina demás variedades,2020,2
15533,Paya,Naranja demás variedades,2020,2
15533,Paya,Aguacate demás variedades,2020,1
15533,Paya,Mango demás variedades,2020,1
15533,Paya,Plátano consumo interno,2020,29
15533,Paya,Zapote,2020,1
15533,Paya,Guayaba,2020,1
15537,Paz de Río,Frambuesa,2020,0
15537,Paz de Río,Fresa,2020,2
15537,Paz de Río,Higo,2020,4
15537,Paz de Río,Mora,2020,1
15537,Paz de Río,Uva,2020,1
15537,Paz de Río,Tomate de árbol,2020,1
15542,Pesca,Higo,2020,8
15550,Pisba,Guanábana,2020,1
15550,Pisba,Plátano consumo interno,2020,61
15550,Pisba,Lulo,2020,2
15572,Puerto Boyacá,Limón demás variedades,2020,0
15572,Puerto Boyacá,Aguacate demás variedades,2020,11
15572,Puerto Boyacá,Papaya demás variedades,2020,11
15572,Puerto Boyacá,Plátano consumo interno,2020,416
15580,Quípama,Guanábana,2020,90
15580,Quípama,Limón demás variedades,2020,10
15580,Quípama,Aguacate demás variedades,2020,10
15580,Quípama,Aguacate Papelillo,2020,169
15580,Quípama,Plátano consumo interno,2020,197
15599,Ramiriquí,Durazno o Albaricoque,2020,5
15599,Ramiriquí,Mora,2020,46
15599,Ramiriquí,Granadilla,2020,0
15599,Ramiriquí,Gulupa o cholupa,2020,2
15599,Ramiriquí,Lulo,2020,7
15599,Ramiriquí,Tomate de árbol,2020,60
15599,Ramiriquí,Uchuva,2020,40
15600,Ráquira,Durazno o Albaricoque,2020,15
15600,Ráquira,Agraz - Mortiño,2020,291
15600,Ráquira,Mora,2020,7
15600,Ráquira,Feijoa,2020,4
15600,Ráquira,Guayaba,2020,9
15600,Ráquira,Curuba,2020,2
15600,Ráquira,Gulupa o cholupa,2020,4
15600,Ráquira,Lulo,2020,12
15600,Ráquira,Tomate de árbol,2020,10
15600,Ráquira,Uchuva,2020,6
15621,Rondón,Otros cítricos,2020,1
15621,Rondón,Limón Tahiti,2020,2
15621,Rondón,Aguacate demás variedades,2020,1
15621,Rondón,Banano consumo interno,2020,3
15621,Rondón,Mora,2020,17
15621,Rondón,Piña demás variedades,2020,1
15621,Rondón,Pitahaya,2020,1
15621,Rondón,Plátano consumo interno,2020,55
15621,Rondón,Granadilla,2020,4
15621,Rondón,Gulupa o cholupa,2020,8
15621,Rondón,Lulo,2020,26
15621,Rondón,Tomate de árbol,2020,8
15632,Saboyá,Mora,2020,333
15632,Saboyá,Curuba,2020,9
15632,Saboyá,Tomate de árbol,2020,120
15646,Samacá,Durazno o Albaricoque,2020,0
15646,Samacá,Fresa,2020,1
15646,Samacá,Granadilla,2020,0
15660,San Eduardo,Guanábana,2020,3
15660,San Eduardo,Mora,2020,1
15660,San Eduardo,Pitahaya,2020,12
15660,San Eduardo,Granadilla,2020,9
15660,San Eduardo,Gulupa o cholupa,2020,4
15660,San Eduardo,Lulo,2020,28
15660,San Eduardo,Tomate de árbol,2020,22
15664,San José de Pare,Guanábana,2020,0
15664,San José de Pare,Otros cítricos,2020,35
15664,San José de Pare,Aguacate demás variedades,2020,0
15664,San José de Pare,Mango demás variedades,2020,2
15664,San José de Pare,Plátano consumo interno,2020,33
15664,San José de Pare,Zapote,2020,0
15664,San José de Pare,Feijoa,2020,1
15664,San José de Pare,Guayaba,2020,0
15664,San José de Pare,Lulo,2020,1
15667,San Luis de Gaceno,Mandarina demás variedades,2020,2
15667,San Luis de Gaceno,Naranja demás variedades,2020,4
15667,San Luis de Gaceno,Aguacate demás variedades,2020,6
15667,San Luis de Gaceno,Plátano consumo interno,2020,42
15667,San Luis de Gaceno,Arazá,2020,2
15673,San Mateo,Chirimoya,2020,55
15673,San Mateo,Durazno o Albaricoque,2020,6
15673,San Mateo,Otros cítricos,2020,45
15673,San Mateo,Aguacate demás variedades,2020,4
15673,San Mateo,Plátano consumo interno,2020,24
15676,San Miguel de Sema,Durazno o Albaricoque,2020,3
15676,San Miguel de Sema,Manzana,2020,2
15676,San Miguel de Sema,Agraz - Mortiño,2020,5
15676,San Miguel de Sema,Fresa,2020,1
15676,San Miguel de Sema,Mora,2020,4
15676,San Miguel de Sema,Curuba,2020,4
15681,San Pablo de Borbur,Guanábana,2020,29
15681,San Pablo de Borbur,Otros cítricos,2020,39
15681,San Pablo de Borbur,Aguacate demás variedades,2020,101
15681,San Pablo de Borbur,Mora,2020,1
15681,San Pablo de Borbur,Papaya demás variedades,2020,2
15681,San Pablo de Borbur,Pitahaya,2020,7
15681,San Pablo de Borbur,Plátano consumo interno,2020,75
15681,San Pablo de Borbur,Guayaba,2020,3
15681,San Pablo de Borbur,Maracuyá,2020,0
15681,San Pablo de Borbur,Lulo,2020,13
15686,Santana,Mandarina demás variedades,2020,20
15686,Santana,Naranja demás variedades,2020,30
15686,Santana,Plátano consumo interno,2020,51
15690,Santa María,Lima,2020,0
15690,Santa María,Limón demás variedades,2020,0
15690,Santa María,Mandarina demás variedades,2020,3
15690,Santa María,Naranja demás variedades,2020,1
15690,Santa María,Naranja Valencia,2020,0
15690,Santa María,Aguacate demás variedades,2020,0
15690,Santa María,Banano consumo interno,2020,13
15690,Santa María,Borojó,2020,0
15690,Santa María,Mango demás variedades,2020,2
15690,Santa María,Papaya Hawayana¬ Maradol¬ Melona¬ Redonda y/o Tainung,2020,0
15690,Santa María,Plátano consumo interno,2020,31
15690,Santa María,Zapote,2020,1
15690,Santa María,Arazá,2020,0
15690,Santa María,Chamba,2020,1
15690,Santa María,Guayaba,2020,1
15693,Santa Rosa de Viterbo,Arándano,2020,0
15693,Santa Rosa de Viterbo,Uchuva,2020,8
15696,Santa Sofía,Durazno o Albaricoque,2020,1
15696,Santa Sofía,Arándano,2020,3
15696,Santa Sofía,Curuba,2020,10
15720,Sativanorte,Mandarina demás variedades,2020,1
15720,Sativanorte,Naranja demás variedades,2020,5
15720,Sativanorte,Aguacate demás variedades,2020,0
15720,Sativanorte,Mora,2020,0
15720,Sativanorte,Plátano consumo interno,2020,8
15720,Sativanorte,Guayaba,2020,10
15720,Sativanorte,Lulo,2020,11
15720,Sativanorte,Uchuva,2020,0
15723,Sativasur,Lulo,2020,0
15740,Siachoque,Fresa,2020,3
15740,Siachoque,Feijoa,2020,2
15740,Siachoque,Curuba,2020,2
15753,Soatá,Dátil,2020,7
15753,Soatá,Durazno o Albaricoque,2020,10
15753,Soatá,Limón demás variedades,2020,7
15753,Soatá,Mandarina demás variedades,2020,15
15753,Soatá,Naranja demás variedades,2020,8
15753,Soatá,Aguacate demás variedades,2020,9
15753,Soatá,Fresa,2020,3
15753,Soatá,Mango demás variedades,2020,15
15753,Soatá,Mora,2020,6
15753,Soatá,Papaya demás variedades,2020,8
15753,Soatá,Plátano consumo interno,2020,20
15753,Soatá,Zapote,2020,5
15753,Soatá,Granadilla,2020,8
15753,Soatá,Maracuyá,2020,5
15753,Soatá,Lulo,2020,4
15753,Soatá,Tomate de árbol,2020,4
15755,Socotá,Aguacate demás variedades,2020,10
15755,Socotá,Guayaba,2020,4
15759,Sogamoso,Ciruela,2020,0
15759,Sogamoso,Durazno o Albaricoque,2020,1
15759,Sogamoso,Fresa,2020,3
15759,Sogamoso,Mora,2020,0
15759,Sogamoso,Feijoa,2020,3
15759,Sogamoso,Curuba,2020,0
15759,Sogamoso,Tomate de árbol,2020,0
15759,Sogamoso,Uchuva,2020,0
15761,Somondoco,Banano consumo interno,2020,7
15761,Somondoco,Plátano consumo interno,2020,0
15763,Sotaquirá,Ciruela,2020,84
15763,Sotaquirá,Durazno o Albaricoque,2020,116
15763,Sotaquirá,Arándano,2020,130
15763,Sotaquirá,Mora,2020,26
15764,Soracá,Tomate de árbol,2020,55
15774,Susacón,Durazno o Albaricoque,2020,14
15774,Susacón,Manzana,2020,3
15774,Susacón,Pera,2020,5
15774,Susacón,Agraz - Mortiño,2020,3
15774,Susacón,Arándano,2020,1
15774,Susacón,Fresa,2020,8
15774,Susacón,Feijoa,2020,2
15774,Susacón,Lulo,2020,5
15774,Susacón,Tomate de árbol,2020,2
15776,Sutamarchán,Arándano,2020,3
15776,Sutamarchán,Fresa,2020,13
15776,Sutamarchán,Higo,2020,0
15776,Sutamarchán,Curuba,2020,104
15776,Sutamarchán,Gulupa o cholupa,2020,60
15776,Sutamarchán,Tomate de árbol,2020,29
15778,Sutatenza,Durazno o Albaricoque,2020,3
15778,Sutatenza,Aguacate Hass,2020,0
15778,Sutatenza,Macadamia,2020,0
15778,Sutatenza,Plátano consumo interno,2020,4
15778,Sutatenza,Maracuyá,2020,0
15778,Sutatenza,Lulo,2020,10
15790,Tasco,Ciruela,2020,1
15790,Tasco,Durazno o Albaricoque,2020,3
15790,Tasco,Manzana,2020,1
15790,Tasco,Pera,2020,2
15790,Tasco,Fresa,2020,1
15798,Tenza,Banano consumo interno,2020,6
15798,Tenza,Gulupa o cholupa,2020,2
15798,Tenza,Maracuyá,2020,5
15798,Tenza,Lulo,2020,6
15804,Tibaná,Ciruela,2020,103
15804,Tibaná,Durazno o Albaricoque,2020,38
15804,Tibaná,Manzana,2020,262
15804,Tibaná,Pera,2020,608
15804,Tibaná,Aguacate Hass,2020,0
15804,Tibaná,Feijoa,2020,51
15804,Tibaná,Curuba,2020,15
15804,Tibaná,Lulo,2020,27
15804,Tibaná,Tomate de árbol,2020,64
15804,Tibaná,Uchuva,2020,31
15806,Tibasosa,Durazno o Albaricoque,2020,2
15806,Tibasosa,Higo,2020,3
15806,Tibasosa,Feijoa,2020,23
15808,Tinjacá,Durazno o Albaricoque,2020,4
15808,Tinjacá,Fresa,2020,8
15808,Tinjacá,Mora,2020,2
15808,Tinjacá,Curuba,2020,10
15808,Tinjacá,Lulo,2020,1
15808,Tinjacá,Tomate de árbol,2020,5
15810,Tipacoque,Durazno o Albaricoque,2020,73
15810,Tipacoque,Aguacate demás variedades,2020,0
15810,Tipacoque,Mango demás variedades,2020,0
15814,Toca,Fresa,2020,38
15814,Toca,Mora,2020,24
15816,Togüí,Aguacate demás variedades,2020,7
15816,Togüí,Banano consumo interno,2020,73
15816,Togüí,Plátano consumo interno,2020,440
15820,Tópaga,Otros caducifoleos,2020,0
15822,Tota,Fresa,2020,4
15832,Tununguá,Guanábana,2020,269
15832,Tununguá,Mandarina demás variedades,2020,28
15832,Tununguá,Naranja demás variedades,2020,110
15832,Tununguá,Aguacate demás variedades,2020,138
15832,Tununguá,Pitahaya,2020,11
15832,Tununguá,Plátano consumo interno,2020,87
15832,Tununguá,Arazá,2020,5
15832,Tununguá,Guayaba,2020,374
15835,Turmequé,Ciruela,2020,143
15835,Turmequé,Durazno o Albaricoque,2020,47
15835,Turmequé,Manzana,2020,43
15835,Turmequé,Pera,2020,9
15835,Turmequé,Curuba,2020,339
15835,Turmequé,Tomate de árbol,2020,29
15837,Tuta,Ciruela,2020,14
15837,Tuta,Durazno o Albaricoque,2020,36
15837,Tuta,Manzana,2020,3
15837,Tuta,Arándano,2020,4
15837,Tuta,Fresa,2020,53
15837,Tuta,Mora,2020,5
15837,Tuta,Tomate de árbol,2020,7
15837,Tuta,Uchuva,2020,4
15839,Tutazá,Pera,2020,2
15839,Tutazá,Brevo,2020,6
15839,Tutazá,Mora,2020,1
15842,Úmbita,Ciruela,2020,0
15842,Úmbita,Durazno o Albaricoque,2020,6
15842,Úmbita,Manzana,2020,0
15842,Úmbita,Aguacate demás variedades,2020,0
15842,Úmbita,Arándano,2020,2
15842,Úmbita,Fresa,2020,1
15842,Úmbita,Mora,2020,7
15842,Úmbita,Curuba,2020,98
15842,Úmbita,Granadilla,2020,2
15842,Úmbita,Lulo,2020,0
15842,Úmbita,Tomate de árbol,2020,26
15842,Úmbita,Uchuva,2020,31
15861,Ventaquemada,Ciruela,2020,1
15861,Ventaquemada,Arándano,2020,25
15861,Ventaquemada,Mora,2020,13
15861,Ventaquemada,Tomate de árbol,2020,17
15861,Ventaquemada,Uchuva,2020,80
15879,Viracachá,Durazno o Albaricoque,2020,1
15879,Viracachá,Fresa,2020,5
15879,Viracachá,Mora,2020,17
15879,Viracachá,Feijoa,2020,4
15879,Viracachá,Lulo,2020,1
15879,Viracachá,Tomate de árbol,2020,8
15879,Viracachá,Uchuva,2020,18
15897,Zetaquira,Durazno o Albaricoque,2020,19
15897,Zetaquira,Aguacate Hass,2020,0
15897,Zetaquira,Mora,2020,5
15897,Zetaquira,Pitahaya,2020,35
15897,Zetaquira,Plátano consumo interno,2020,39
15897,Zetaquira,Granadilla,2020,4
15897,Zetaquira,Gulupa o cholupa,2020,16
15897,Zetaquira,Lulo,2020,6
15001,Tunja,Fresa,2021,2
15022,Almeida,Granadilla,2021,2
15022,Almeida,Lulo,2021,6
15047,Aquitania,Limón Mandarino,2021,0
15047,Aquitania,Fresa,2021,7
15047,Aquitania,Mora,2021,0
15047,Aquitania,Guayaba,2021,2
15047,Aquitania,Granadilla,2021,3
15047,Aquitania,Gulupa o cholupa,2021,1
15047,Aquitania,Lulo,2021,0
15047,Aquitania,Tomate de árbol,2021,0
15047,Aquitania,Uchuva,2021,0
15051,Arcabuco,Arándano,2021,5
15051,Arcabuco,Fresa,2021,15
15051,Arcabuco,Mora,2021,93
15051,Arcabuco,Gulupa o cholupa,2021,0
15051,Arcabuco,Tomate de árbol,2021,13
15051,Arcabuco,Uchuva,2021,13
15087,Belén,Ciruela,2021,3
15087,Belén,Durazno o Albaricoque,2021,4
15087,Belén,Mora,2021,5
15087,Belén,Feijoa,2021,2
15087,Belén,Curuba,2021,2
15087,Belén,Tomate de árbol,2021,4
15087,Belén,Uchuva,2021,7
15090,Berbeo,Pitahaya,2021,7
15090,Berbeo,Plátano consumo interno,2021,5
15090,Berbeo,Chamba,2021,4
15090,Berbeo,Maracuyá,2021,5
15092,Betéitiva,Durazno o Albaricoque,2021,5
15092,Betéitiva,Granadilla,2021,0
15092,Betéitiva,Tomate de árbol,2021,0
15092,Betéitiva,Uchuva,2021,4
15097,Boavita,Durazno o Albaricoque,2021,11
15097,Boavita,Limón demás variedades,2021,6
15097,Boavita,Limón Mandarino,2021,0
15097,Boavita,Limón Tahiti,2021,1
15097,Boavita,Mandarina demás variedades,2021,22
15097,Boavita,Naranja demás variedades,2021,62
15097,Boavita,Naranja Valencia,2021,0
15097,Boavita,Mango demás variedades,2021,15
15097,Boavita,Plátano consumo interno,2021,30
15104,Boyacá,Arándano,2021,0
15104,Boyacá,Mora,2021,17
15104,Boyacá,Tomate de árbol,2021,11
15104,Boyacá,Uchuva,2021,3
15106,Briceño,Guanábana,2021,93
15106,Briceño,Naranja demás variedades,2021,43
15106,Briceño,Aguacate demás variedades,2021,27
15106,Briceño,Mora,2021,39
15106,Briceño,Plátano consumo interno,2021,47
15106,Briceño,Guayaba,2021,302
15106,Briceño,Lulo,2021,65
15109,Buenavista,Guanábana,2021,13
15109,Buenavista,Mandarina demás variedades,2021,73
15109,Buenavista,Naranja demás variedades,2021,100
15109,Buenavista,Aguacate Hass,2021,50
15109,Buenavista,Aguacate Papelillo,2021,15
15109,Buenavista,Mora,2021,10
15109,Buenavista,Gulupa o cholupa,2021,24
15109,Buenavista,Tomate de árbol,2021,95
15114,Busbanzá,Durazno o Albaricoque,2021,0
15114,Busbanzá,Higo,2021,0
15114,Busbanzá,Feijoa,2021,0
15131,Caldas,Fresa,2021,6
15131,Caldas,Mora,2021,5
15131,Caldas,Papayuela -Babaco,2021,19
15131,Caldas,Curuba,2021,20
15131,Caldas,Tomate de árbol,2021,12
15135,Campohermoso,Aguacate Hass,2021,0
15135,Campohermoso,Mora,2021,0
15135,Campohermoso,Plátano consumo interno,2021,118
15135,Campohermoso,Granadilla,2021,6
15162,Cerinza,Durazno o Albaricoque,2021,2
15162,Cerinza,Manzana,2021,2
15172,Chinavita,Aguacate demás variedades,2021,16
15172,Chinavita,Mora,2021,1
15172,Chinavita,Plátano consumo interno,2021,9
15172,Chinavita,Granadilla,2021,2
15172,Chinavita,Tomate de árbol,2021,1
15176,Chiquinquirá,Fresa,2021,8
15176,Chiquinquirá,Mora,2021,32
15176,Chiquinquirá,Feijoa,2021,7
15176,Chiquinquirá,Curuba,2021,18
15176,Chiquinquirá,Lulo,2021,22
